playDispNm,teamAbbr,teamLoc,playStat,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFTA,playFTM,playTRB,opptAbbr,opptRslt
Marcus Morris,BOS,Away,Bench,24,81,19,2,0,1,0,0,13,7,2,2,8,PHI,Loss
Jayson Tatum,BOS,Away,Starter,24,80,16,2,1,0,0,3,13,7,2,1,4,PHI,Loss
Al Horford,BOS,Away,Starter,35,82,13,7,1,0,1,1,10,5,2,2,8,PHI,Loss
Terry Rozier,BOS,Away,Bench,21,73,8,1,1,1,0,0,7,3,0,0,4,PHI,Loss
Aron Baynes,BOS,Away,Starter,15,82,6,1,1,1,0,1,3,2,2,2,3,PHI,Loss
J.J. Redick,PHI,Home,Starter,30,76,22,3,3,0,1,1,12,7,3,3,7,BOS,Win
Ben Simmons,PHI,Home,Starter,29,82,16,3,3,2,2,2,12,8,0,0,2,BOS,Win
Joel Embiid,PHI,Home,Starter,31,84,15,5,4,2,1,2,17,6,3,2,10,BOS,Win
Dario Saric,PHI,Home,Starter,34,82,14,3,2,2,0,4,11,4,5,5,4,BOS,Win
T.J. McConnell,PHI,Home,Bench,26,74,12,5,1,3,0,0,11,6,0,0,4,BOS,Win
Timothé Luwawu-Cabarrot,PHI,Home,Bench,12,79,6,0,0,0,0,1,1,0,7,6,0,BOS,Win
Justin Anderson,PHI,Home,Bench,4,78,6,0,0,0,0,0,4,2,0,0,1,BOS,Win
LeBron James,CLE,Away,Starter,32,80,26,1,2,1,2,1,16,9,10,8,3,TOR,Win
Jeff Green,CLE,Away,Bench,22,81,13,0,2,0,0,2,9,4,4,4,3,TOR,Win
Jae Crowder,CLE,Away,Starter,19,78,11,0,1,2,0,5,6,4,2,2,2,TOR,Win
Kevin Love,CLE,Away,Starter,23,82,10,2,1,0,0,3,8,2,7,6,9,TOR,Win
Tristan Thompson,CLE,Away,Bench,23,80,8,1,0,0,1,1,6,3,4,2,8,TOR,Win
Kyle Korver,CLE,Away,Bench,19,79,6,1,2,0,0,0,6,2,0,0,2,TOR,Win
Channing Frye,CLE,Away,Bench,10,83,6,2,0,0,0,2,4,2,0,0,1,TOR,Win
Fred VanVleet,TOR,Home,Bench,24,72,22,4,0,1,0,2,11,8,0,0,4,CLE,Loss
C.J. Miles,TOR,Home,Starter,19,78,16,2,0,0,0,2,12,6,0,0,5,CLE,Loss
Pascal Siakam,TOR,Home,Bench,24,82,16,4,0,1,0,3,10,7,3,2,8,CLE,Loss
Jonas Valančiūnas,TOR,Home,Starter,19,84,15,1,3,0,0,4,9,6,4,3,18,CLE,Loss
Norman Powell,TOR,Home,Bench,27,76,14,3,3,0,1,5,15,6,1,0,6,CLE,Loss
DeMar DeRozan,TOR,Home,Starter,29,79,13,8,0,0,0,2,13,5,0,0,3,CLE,Loss
Jakob Pöltl,TOR,Home,Bench,26,85,12,0,2,0,3,3,8,5,3,2,12,CLE,Loss
Lou Williams,LAC,Away,Starter,35,74,30,6,3,2,1,4,24,10,5,5,0,SAC,Loss
Montrezl Harrell,LAC,Away,Bench,27,79,25,0,2,1,0,4,12,11,9,3,6,SAC,Loss
Blake Griffin,LAC,Away,Starter,33,82,18,6,4,1,0,1,14,5,6,6,12,SAC,Loss
Wes Johnson,LAC,Away,Bench,25,79,13,1,2,1,0,3,7,4,2,2,3,SAC,Loss
Milos Teodosic,LAC,Away,Starter,26,77,10,9,3,0,0,2,9,4,0,0,1,SAC,Loss
Tyrone Wallace,LAC,Away,Starter,37,77,8,2,2,2,1,4,7,3,2,1,3,SAC,Loss
DeAndre Jordan,LAC,Away,Starter,11,84,8,2,0,0,0,0,4,4,0,0,7,SAC,Loss
Bogdan Bogdanovic,SAC,Home,Bench,31,78,22,2,1,0,0,5,11,7,4,4,4,LAC,Win
George Hill,SAC,Home,Starter,35,74,21,3,2,2,1,4,13,5,13,10,3,LAC,Win
Zach Randolph,SAC,Home,Starter,27,81,16,1,2,1,0,2,15,7,2,2,7,LAC,Win
Buddy Hield,SAC,Home,Bench,32,77,14,5,2,0,0,3,13,5,3,2,4,LAC,Win
Kosta Koufos,SAC,Home,Bench,25,84,14,1,1,2,1,0,8,7,0,0,14,LAC,Win
Willie Cauley-Stein,SAC,Home,Starter,23,84,12,0,1,0,1,2,8,6,0,0,7,LAC,Win
De'Aaron Fox,SAC,Home,Starter,29,75,8,6,2,3,0,3,10,3,2,2,0,LAC,Win
LaMarcus Aldridge,SA,Away,Starter,35,83,20,1,3,0,1,1,15,6,8,7,4,LAL,Win
Bryn Forbes,SA,Away,Starter,37,75,18,0,1,2,0,1,12,7,2,0,1,LAL,Win
Dejounte Murray,SA,Away,Starter,26,77,14,5,1,3,1,0,14,7,0,0,11,LAL,Win
Pau Gasol,SA,Away,Starter,37,84,9,5,3,0,3,2,14,4,0,0,12,LAL,Win
Manu Ginóbili,SA,Away,Bench,22,78,8,4,2,0,0,2,5,3,1,1,1,LAL,Win
Kyle Anderson,SA,Away,Starter,29,81,6,1,2,1,0,0,5,3,0,0,7,LAL,Win
Derrick White,SA,Away,Bench,7,77,4,0,0,0,0,0,1,1,2,1,0,LAL,Win
Brandon Ingram,LAL,Home,Starter,37,81,26,3,1,1,0,0,21,11,5,2,3,SA,Loss
Lonzo Ball,LAL,Home,Starter,36,78,18,6,5,4,0,1,11,7,0,0,10,SA,Loss
Larry Nance Jr.,LAL,Home,Bench,30,80,14,2,2,2,1,4,9,6,2,2,10,SA,Loss
Kentavious Caldwell-Pope,LAL,Home,Starter,32,78,10,2,2,5,0,2,10,4,1,0,4,SA,Loss
Kyle Kuzma,LAL,Home,Bench,30,81,10,4,0,2,0,0,12,3,2,2,6,SA,Loss
Josh Hart,LAL,Home,Bench,13,77,6,0,0,0,0,1,3,2,0,0,2,SA,Loss
Jordan Clarkson,LAL,Home,Bench,14,77,5,2,1,1,0,0,8,2,2,1,3,SA,Loss
Donovan Mitchell,UTA,Away,Starter,37,75,35,0,5,2,0,2,20,10,11,10,5,CHA,Win
Rodney Hood,UTA,Away,Bench,26,80,15,1,0,0,0,2,13,4,4,4,1,CHA,Win
Royce O'Neale,UTA,Away,Bench,19,78,11,1,2,0,0,4,6,3,4,4,10,CHA,Win
Ricky Rubio,UTA,Away,Starter,28,76,7,4,2,0,1,2,11,3,0,0,7,CHA,Win
Thabo Sefolosha,UTA,Away,Starter,17,77,7,2,1,0,1,2,5,3,0,0,4,CHA,Win
Derrick Favors,UTA,Away,Starter,29,82,5,4,0,0,2,4,4,2,2,1,7,CHA,Win
Joe Johnson,UTA,Away,Bench,26,80,5,1,1,0,1,3,8,2,0,0,3,CHA,Win
Kemba Walker,CHA,Home,Starter,37,73,22,6,2,0,0,2,14,5,9,8,2,UTA,Loss
Frank Kaminsky,CHA,Home,Bench,27,85,16,1,1,0,0,3,13,6,3,3,3,UTA,Loss
Marvin Williams,CHA,Home,Starter,27,81,15,1,3,3,0,4,11,5,2,2,7,UTA,Loss
Michael Kidd-Gilchrist,CHA,Home,Starter,27,79,12,0,1,2,0,1,7,3,6,6,5,UTA,Loss
Nicolas Batum,CHA,Home,Starter,36,80,11,5,2,1,0,0,11,5,0,0,3,UTA,Loss
Jeremy Lamb,CHA,Home,Bench,22,77,11,1,0,0,0,3,8,5,2,1,8,UTA,Loss
Dwight Howard,CHA,Home,Starter,33,83,8,1,2,1,1,4,9,2,10,4,13,UTA,Loss
LeBron James,CLE,Away,Starter,40,80,27,11,5,3,1,2,25,11,4,3,8,IND,Win
Kevin Love,CLE,Away,Starter,36,82,21,0,2,3,1,1,14,8,4,4,10,IND,Win
Jeff Green,CLE,Away,Bench,20,81,13,0,0,0,0,0,8,4,5,5,2,IND,Win
J.R. Smith,CLE,Away,Starter,31,78,9,2,0,1,0,2,10,4,0,0,6,IND,Win
Jose Calderon,CLE,Away,Starter,33,75,8,2,1,0,0,4,8,3,2,1,4,IND,Win
Cedi Osman,CLE,Away,Bench,17,80,8,0,1,2,0,1,6,3,2,1,5,IND,Win
Jae Crowder,CLE,Away,Starter,24,78,5,1,1,2,2,1,5,2,2,0,2,IND,Win
Darren Collison,IND,Home,Starter,35,72,22,4,2,2,0,2,11,9,4,3,2,CLE,Loss
Victor Oladipo,IND,Home,Starter,40,76,19,1,1,1,1,2,21,8,1,1,3,CLE,Loss
Lance Stephenson,IND,Home,Bench,30,77,16,4,2,1,1,2,11,6,2,1,11,CLE,Loss
Thaddeus Young,IND,Home,Starter,39,80,12,2,2,1,0,2,16,5,0,0,7,CLE,Loss
Domantas Sabonis,IND,Home,Starter,28,83,12,3,2,0,1,4,11,4,4,4,15,CLE,Loss
Al Jefferson,IND,Home,Bench,15,82,8,0,1,0,1,3,7,4,1,0,4,CLE,Loss
Bojan Bogdanović,IND,Home,Starter,29,80,6,0,3,0,0,1,4,2,0,0,1,CLE,Loss
Elfrid Payton,ORL,Away,Starter,38,76,27,8,3,1,0,1,12,9,9,8,5,WAS,Win
Jonathon Simmons,ORL,Away,Starter,33,78,23,5,2,0,0,5,11,8,6,6,0,WAS,Win
Bismack Biyombo,ORL,Away,Starter,33,81,21,4,0,1,2,2,9,8,6,5,13,WAS,Win
Aaron Gordon,ORL,Away,Starter,38,81,14,7,4,0,0,1,15,4,4,3,10,WAS,Win
Evan Fournier,ORL,Away,Starter,32,79,10,2,1,2,0,2,14,4,0,0,3,WAS,Win
Mario Hezonja,ORL,Away,Bench,23,79,9,1,1,0,0,5,7,3,4,2,5,WAS,Win
Marreese Speights,ORL,Away,Bench,13,82,6,0,3,0,1,2,7,2,0,0,2,WAS,Win
Bradley Beal,WAS,Home,Starter,36,77,30,7,0,1,0,3,17,12,8,6,3,ORL,Loss
John Wall,WAS,Home,Starter,36,76,30,9,4,1,3,1,21,13,5,3,3,ORL,Loss
Ian Mahinmi,WAS,Home,Bench,21,82,17,1,1,1,3,2,8,7,4,3,8,ORL,Loss
Marcin Gortat,WAS,Home,Starter,27,84,12,1,0,1,0,4,9,6,0,0,11,ORL,Loss
Kelly Oubre Jr.,WAS,Home,Bench,29,79,10,1,2,1,0,4,12,4,0,0,7,ORL,Loss
Otto Porter,WAS,Home,Starter,39,80,9,2,1,2,0,1,13,4,1,1,2,ORL,Loss
Markieff Morris,WAS,Home,Starter,23,82,7,1,1,0,0,2,7,3,0,0,4,ORL,Loss
Spencer Dinwiddie,BKN,Away,Starter,30,78,20,10,3,1,0,3,15,6,7,5,9,ATL,Loss
Jahlil Okafor,BKN,Away,Bench,12,83,17,1,1,0,0,3,8,6,6,5,0,ATL,Loss
Rondae Hollis-Jefferson,BKN,Away,Starter,29,79,14,3,3,1,0,2,14,6,5,2,6,ATL,Loss
DeMarre Carroll,BKN,Away,Starter,28,80,13,3,3,4,0,2,9,5,2,0,4,ATL,Loss
Allen Crabbe,BKN,Away,Starter,33,78,10,2,0,1,0,4,10,3,3,2,5,ATL,Loss
Joe Harris,BKN,Away,Bench,23,78,10,2,0,0,0,2,6,4,0,0,3,ATL,Loss
Quincy Acy,BKN,Away,Bench,27,79,9,0,1,0,0,3,6,3,0,0,7,ATL,Loss
Dennis Schröder,ATL,Home,Starter,32,73,34,7,3,3,0,4,26,14,3,3,3,BKN,Win
Kent Bazemore,ATL,Home,Starter,32,77,16,2,3,2,0,2,8,4,8,6,4,BKN,Win
Dewayne Dedmon,ATL,Home,Bench,23,84,11,1,0,0,1,6,11,5,0,0,9,BKN,Win
Malcolm Delaney,ATL,Home,Bench,27,75,9,5,3,0,0,4,6,2,4,4,2,BKN,Win
Tyler Dorsey,ATL,Home,Bench,14,76,9,0,1,0,0,2,7,3,0,0,2,BKN,Win
Miles Plumlee,ATL,Home,Starter,19,82,8,2,2,0,0,0,4,3,4,2,5,BKN,Win
Ersan Ilyasova,ATL,Home,Starter,27,81,6,1,1,0,0,3,6,2,2,2,5,BKN,Win
Kevin Durant,GS,Away,Starter,36,81,26,6,3,2,0,2,20,12,2,0,6,MIL,Loss
Draymond Green,GS,Away,Starter,37,79,21,7,0,1,0,3,17,8,4,4,10,MIL,Loss
Klay Thompson,GS,Away,Starter,35,79,12,2,2,0,0,3,11,4,4,4,5,MIL,Loss
Kevon Looney,GS,Away,Bench,23,81,9,3,1,0,1,1,3,3,4,3,8,MIL,Loss
Zaza Pachulia,GS,Away,Starter,14,83,8,1,0,0,0,1,5,4,0,0,3,MIL,Loss
David West,GS,Away,Bench,17,81,8,1,1,1,2,1,7,4,0,0,5,MIL,Loss
Nick Young,GS,Away,Bench,13,79,8,0,1,0,0,0,3,3,0,0,1,MIL,Loss
Giannis Antetokounmpo,MIL,Home,Starter,36,82,23,4,3,0,1,5,19,10,3,3,7,GS,Win
Eric Bledsoe,MIL,Home,Starter,32,73,21,3,3,4,0,3,16,8,2,2,4,GS,Win
Malcolm Brogdon,MIL,Home,Starter,40,78,17,4,1,1,0,4,14,7,1,1,2,GS,Win
Tony Snell,MIL,Home,Bench,22,79,11,0,0,0,0,2,7,4,0,0,3,GS,Win
Khris Middleton,MIL,Home,Starter,37,79,8,4,2,1,0,2,12,2,4,3,3,GS,Win
John Henson,MIL,Home,Starter,26,83,6,1,1,0,3,2,6,2,2,2,8,GS,Win
Thon Maker,MIL,Home,Bench,21,85,5,1,0,2,1,1,5,2,0,0,4,GS,Win
Jarrett Jack,NY,Away,Starter,33,75,18,8,2,1,0,2,12,7,2,2,1,MIN,Win
Kristaps Porziņģis,NY,Away,Starter,36,85,17,2,3,2,3,3,19,6,4,2,10,MIN,Win
Enes Kanter,NY,Away,Starter,27,83,16,2,3,0,1,4,10,8,0,0,12,MIN,Win
Tim Hardaway Jr.,NY,Away,Bench,25,78,16,2,1,2,0,1,13,6,0,0,3,MIN,Win
Courtney Lee,NY,Away,Starter,32,77,14,4,1,0,0,2,10,6,0,0,2,MIN,Win
Michael Beasley,NY,Away,Bench,16,82,13,3,1,0,1,0,8,6,0,0,1,MIN,Win
Kyle O'Quinn,NY,Away,Bench,21,82,12,1,0,0,0,2,7,5,3,2,6,MIN,Win
Karl-Anthony Towns,MIN,Home,Starter,40,83,23,9,3,0,1,2,15,9,4,3,15,NY,Loss
Taj Gibson,MIN,Home,Starter,34,81,17,2,1,0,1,2,11,8,1,1,6,NY,Loss
Andrew Wiggins,MIN,Home,Starter,35,80,16,2,2,2,1,2,20,7,3,1,6,NY,Loss
Jimmy Butler,MIN,Home,Starter,34,79,13,2,2,3,1,1,12,6,1,0,4,NY,Loss
Jeff Teague,MIN,Home,Starter,33,74,12,8,3,4,0,1,11,3,6,5,4,NY,Loss
Gorgui Dieng,MIN,Home,Bench,21,83,10,2,1,2,0,0,8,5,0,0,5,NY,Loss
Jamal Crawford,MIN,Home,Bench,17,78,10,4,0,0,0,3,9,4,1,0,1,NY,Loss
Damian Lillard,POR,Away,Starter,38,75,23,8,2,3,0,3,22,9,4,3,2,NO,Win
C.J. McCollum,POR,Away,Starter,36,75,23,4,1,1,1,2,21,9,2,1,4,NO,Win
Al-Farouq Aminu,POR,Away,Starter,35,81,19,0,0,3,0,2,16,7,2,2,11,NO,Win
Jusuf Nurkic,POR,Away,Starter,31,83,19,2,3,1,3,3,9,7,6,5,5,NO,Win
Shabazz Napier,POR,Away,Starter,36,73,17,6,2,2,0,1,15,7,0,0,6,NO,Win
Moe Harkless,POR,Away,Bench,20,81,4,1,2,1,1,2,4,2,0,0,3,NO,Win
Zach Collins,POR,Away,Bench,12,84,4,0,1,0,0,5,5,2,0,0,4,NO,Win
Anthony Davis,NO,Home,Starter,41,82,36,2,2,0,2,3,23,16,4,4,9,POR,Loss
Jrue Holiday,NO,Home,Starter,37,75,25,6,3,4,0,2,11,8,8,8,5,POR,Loss
DeMarcus Cousins,NO,Home,Starter,36,83,24,8,5,0,2,4,21,9,3,3,19,POR,Loss
Darius Miller,NO,Home,Bench,26,80,16,2,1,0,1,1,6,4,6,6,0,POR,Loss
Ian Clark,NO,Home,Bench,26,75,5,1,2,2,1,3,7,2,2,1,4,POR,Loss
E'Twaun Moore,NO,Home,Starter,25,76,4,3,0,0,0,1,7,2,0,0,1,POR,Loss
Jameer Nelson,NO,Home,Bench,12,72,4,2,2,0,0,1,4,2,0,0,1,POR,Loss
Marc Gasol,MEM,Away,Starter,36,84,22,2,1,0,1,4,19,8,5,5,11,DEN,Win
Tyreke Evans,MEM,Away,Starter,32,78,12,4,5,2,0,2,13,5,0,0,3,DEN,Win
James Ennis,MEM,Away,Bench,27,79,12,2,0,0,1,2,10,5,1,0,5,DEN,Win
Andrew Harrison,MEM,Away,Starter,29,78,9,6,1,4,0,2,4,3,4,3,2,DEN,Win
Dillon Brooks,MEM,Away,Starter,36,79,8,1,0,1,0,3,11,4,0,0,1,DEN,Win
Mario Chalmers,MEM,Away,Bench,20,73,6,2,0,1,1,2,2,1,4,3,2,DEN,Win
JaMychal Green,MEM,Away,Starter,21,80,5,0,3,0,1,5,9,2,0,0,7,DEN,Win
Will Barton,DEN,Home,Starter,40,77,17,3,5,1,1,2,12,5,4,4,5,MEM,Loss
Trey Lyles,DEN,Home,Bench,29,82,16,1,2,1,0,0,13,7,5,2,5,MEM,Loss
Nikola Jokić,DEN,Home,Starter,28,82,14,3,1,0,0,3,8,3,8,7,7,MEM,Loss
Jamal Murray,DEN,Home,Starter,32,76,11,3,2,2,0,1,7,1,10,9,4,MEM,Loss
Malik Beasley,DEN,Home,Bench,24,77,9,1,0,1,0,4,9,3,3,2,2,MEM,Loss
Wilson Chandler,DEN,Home,Starter,29,80,8,1,0,0,1,0,9,3,0,0,5,MEM,Loss
Mason Plumlee,DEN,Home,Starter,24,82,4,3,2,0,1,5,4,2,0,0,9,MEM,Loss
Chris Paul,HOU,Away,Starter,27,72,25,6,0,0,2,0,18,9,7,5,8,PHO,Loss
Ryan Anderson,HOU,Away,Starter,40,82,18,1,0,2,0,1,12,6,2,2,7,PHO,Loss
Trevor Ariza,HOU,Away,Starter,38,80,18,1,2,2,0,3,12,6,2,2,7,PHO,Loss
Clint Capela,HOU,Away,Starter,36,82,17,3,4,2,1,2,11,7,4,3,16,PHO,Loss
Eric Gordon,HOU,Away,Starter,29,75,14,4,2,2,0,2,19,5,2,2,1,PHO,Loss
Gerald Green,HOU,Away,Bench,34,80,12,1,2,0,0,2,14,3,5,5,3,PHO,Loss
P.J. Tucker,HOU,Away,Bench,31,77,6,1,1,1,1,2,6,2,0,0,9,PHO,Loss
Devin Booker,PHO,Home,Starter,37,78,27,9,9,2,0,2,18,9,6,6,6,HOU,Win
T.J. Warren,PHO,Home,Starter,37,80,21,2,1,1,0,1,17,10,2,0,3,HOU,Win
Dragan Bender,PHO,Home,Starter,32,84,14,2,0,0,2,3,12,5,1,1,8,HOU,Win
Troy Daniels,PHO,Home,Bench,27,76,9,0,2,0,0,3,11,3,0,0,1,HOU,Win
Danuel House,PHO,Home,Bench,17,79,8,0,2,1,0,2,5,3,0,0,5,HOU,Win
Tyson Chandler,PHO,Home,Starter,24,85,6,1,2,0,1,1,5,3,0,0,11,HOU,Win
Alec Peters,PHO,Home,Bench,15,81,5,3,1,0,0,0,3,2,0,0,0,HOU,Win
Julius Randle,LAL,Away,Starter,34,81,23,2,7,0,0,5,15,9,6,5,15,DAL,Loss
Jordan Clarkson,LAL,Away,Bench,30,77,19,4,2,0,0,0,18,9,0,0,3,DAL,Loss
Kyle Kuzma,LAL,Away,Bench,36,81,18,3,2,1,0,3,13,8,2,1,10,DAL,Loss
Kentavious Caldwell-Pope,LAL,Away,Starter,41,78,17,0,1,0,0,4,8,5,8,5,5,DAL,Loss
Lonzo Ball,LAL,Away,Starter,43,78,9,7,0,1,0,1,13,4,0,0,7,DAL,Loss
Brook Lopez,LAL,Away,Starter,17,84,8,2,0,1,0,1,11,3,0,0,3,DAL,Loss
Brandon Ingram,LAL,Away,Starter,14,81,4,5,0,0,0,1,2,2,0,0,6,DAL,Loss
Dennis Smith,DAL,Home,Starter,39,75,23,3,3,1,0,1,19,8,4,4,2,LAL,Win
Wesley Matthews,DAL,Home,Starter,39,77,17,4,0,0,0,3,10,5,4,4,1,LAL,Win
Harrison Barnes,DAL,Home,Starter,39,80,17,3,1,2,0,1,21,7,2,2,5,LAL,Win
Dwight Powell,DAL,Home,Bench,30,83,13,1,1,0,0,4,7,6,3,1,4,LAL,Win
Yogi Ferrell,DAL,Home,Starter,43,72,11,4,0,1,0,2,14,5,0,0,10,LAL,Win
Devin Harris,DAL,Home,Bench,19,75,9,1,2,0,0,2,3,1,8,6,3,LAL,Win
Dirk Nowitzki,DAL,Home,Starter,24,83,6,0,0,1,1,0,7,1,4,3,8,LAL,Win
Willie Cauley-Stein,SAC,Away,Starter,33,84,23,4,2,1,1,5,16,10,4,2,13,LAC,Win
De'Aaron Fox,SAC,Away,Starter,35,75,17,10,4,2,0,3,17,6,5,4,1,LAC,Win
Skal Labissière,SAC,Away,Bench,22,83,14,1,0,1,1,3,8,5,4,2,7,LAC,Win
Bogdan Bogdanovic,SAC,Away,Bench,25,78,13,5,1,1,0,3,9,5,3,2,2,LAC,Win
Buddy Hield,SAC,Away,Bench,21,77,10,0,1,1,0,1,8,5,0,0,4,LAC,Win
Zach Randolph,SAC,Away,Starter,19,81,8,0,3,0,0,1,10,3,2,2,2,LAC,Win
Kosta Koufos,SAC,Away,Bench,18,84,6,0,1,1,0,2,4,3,2,0,2,LAC,Win
Lou Williams,LAC,Home,Starter,35,74,26,2,2,4,0,0,17,7,9,8,1,SAC,Loss
Montrezl Harrell,LAC,Home,Bench,22,79,17,1,1,2,1,3,12,7,4,3,6,SAC,Loss
Willie Reed,LAC,Home,Starter,26,81,14,2,0,2,2,1,6,6,4,2,13,SAC,Loss
Wes Johnson,LAC,Home,Bench,24,79,13,0,0,1,1,4,9,4,2,2,3,SAC,Loss
Sam Dekker,LAC,Home,Bench,19,81,13,1,1,1,0,2,9,6,1,1,5,SAC,Loss
Tyrone Wallace,LAC,Home,Starter,32,77,12,1,2,0,1,4,8,5,2,2,3,SAC,Loss
Blake Griffin,LAC,Home,Starter,29,82,11,9,5,0,0,2,8,3,4,4,4,SAC,Loss
Russell Westbrook,OKC,Away,Starter,37,75,25,7,3,2,1,1,27,10,7,5,10,CHA,Loss
Paul George,OKC,Away,Starter,35,80,17,0,2,1,1,2,14,6,4,3,8,CHA,Loss
Steven Adams,OKC,Away,Starter,31,84,14,1,3,3,4,5,11,7,0,0,11,CHA,Loss
Jerami Grant,OKC,Away,Bench,21,80,9,1,0,0,1,2,3,3,2,2,3,CHA,Loss
Álex Abrines,OKC,Away,Bench,14,78,9,0,0,0,0,1,7,3,1,1,3,CHA,Loss
Raymond Felton,OKC,Away,Bench,16,73,8,5,0,0,0,3,10,4,0,0,4,CHA,Loss
Carmelo Anthony,OKC,Away,Starter,33,80,7,1,0,0,0,2,14,3,2,1,10,CHA,Loss
Kemba Walker,CHA,Home,Starter,34,73,19,2,5,1,0,2,17,5,8,7,3,OKC,Win
Marvin Williams,CHA,Home,Starter,28,81,16,4,0,0,0,0,9,6,1,1,9,OKC,Win
Nicolas Batum,CHA,Home,Starter,34,80,12,2,4,1,1,1,13,4,3,2,3,OKC,Win
Dwight Howard,CHA,Home,Starter,34,83,11,0,0,1,3,3,9,4,6,3,17,OKC,Win
Michael Carter-Williams,CHA,Home,Bench,15,78,7,3,1,0,1,0,4,3,0,0,3,OKC,Win
Michael Kidd-Gilchrist,CHA,Home,Starter,30,79,6,2,2,0,1,1,9,2,2,2,2,OKC,Win
Jeremy Lamb,CHA,Home,Bench,18,77,6,0,0,0,1,0,8,3,1,0,4,OKC,Win
Rondae Hollis-Jefferson,BKN,Away,Starter,38,79,22,7,3,0,0,2,15,9,5,4,4,WAS,Win
Jarrett Allen,BKN,Away,Bench,29,83,16,1,1,0,0,2,10,6,5,4,8,WAS,Win
Spencer Dinwiddie,BKN,Away,Starter,35,78,13,4,2,1,1,2,16,4,3,3,6,WAS,Win
DeMarre Carroll,BKN,Away,Starter,33,80,13,3,0,2,0,4,13,6,0,0,10,WAS,Win
Allen Crabbe,BKN,Away,Starter,33,78,13,2,2,1,0,3,15,5,0,0,3,WAS,Win
Caris LeVert,BKN,Away,Bench,35,79,12,8,5,1,0,4,16,5,2,1,8,WAS,Win
Joe Harris,BKN,Away,Bench,21,78,11,0,1,0,0,2,6,3,3,3,2,WAS,Win
Bradley Beal,WAS,Home,Starter,43,77,24,6,2,3,0,2,23,10,0,0,4,BKN,Loss
John Wall,WAS,Home,Starter,40,76,23,16,8,2,0,1,24,9,6,5,3,BKN,Loss
Kelly Oubre Jr.,WAS,Home,Bench,29,79,17,1,1,1,0,2,6,5,5,4,3,BKN,Loss
Marcin Gortat,WAS,Home,Starter,30,84,16,2,1,1,1,2,8,6,6,4,13,BKN,Loss
Markieff Morris,WAS,Home,Starter,39,82,12,1,0,1,0,3,7,4,2,2,3,BKN,Loss
Otto Porter,WAS,Home,Starter,37,80,12,1,1,1,1,2,13,6,0,0,9,BKN,Loss
Tomáš Satoranský,WAS,Home,Bench,13,79,6,2,0,1,0,2,5,3,0,0,1,BKN,Loss
Klay Thompson,GS,Away,Starter,39,79,26,0,0,2,0,2,16,11,2,2,3,TOR,Loss
Kevin Durant,GS,Away,Starter,37,81,25,5,1,0,1,2,18,10,2,2,6,TOR,Loss
Stephen Curry,GS,Away,Starter,34,75,24,9,1,1,0,3,12,6,12,10,6,TOR,Loss
Draymond Green,GS,Away,Starter,38,79,14,8,0,0,1,2,10,5,2,2,3,TOR,Loss
David West,GS,Away,Bench,15,81,11,1,3,0,0,1,8,4,4,3,1,TOR,Loss
Zaza Pachulia,GS,Away,Starter,12,83,6,2,1,0,0,5,4,3,0,0,1,TOR,Loss
Patrick McCaw,GS,Away,Bench,20,79,6,1,0,1,0,1,4,2,2,2,1,TOR,Loss
DeMar DeRozan,TOR,Home,Starter,38,79,42,3,2,0,0,2,31,17,10,8,5,GS,Win
OG Anunoby,TOR,Home,Starter,26,80,17,2,0,0,0,3,7,5,6,6,3,GS,Win
Serge Ibaka,TOR,Home,Starter,29,83,14,0,1,0,0,2,12,5,2,2,5,GS,Win
Fred VanVleet,TOR,Home,Bench,21,72,13,4,2,1,0,4,9,5,0,0,5,GS,Win
Jonas Valančiūnas,TOR,Home,Starter,26,84,12,3,3,0,0,0,8,3,6,6,9,GS,Win
C.J. Miles,TOR,Home,Bench,22,78,8,1,1,0,0,3,9,2,4,2,2,GS,Win
Pascal Siakam,TOR,Home,Bench,21,82,6,3,1,1,1,4,4,3,0,0,6,GS,Win
Avery Bradley,DET,Away,Starter,38,74,26,1,4,2,1,3,19,10,0,0,3,CHI,Win
Andre Drummond,DET,Away,Starter,34,83,21,4,1,2,3,2,13,8,6,5,15,CHI,Win
Ishmael Smith,DET,Away,Starter,27,72,12,6,0,1,1,0,10,5,2,2,2,CHI,Win
Dwight Buycks,DET,Away,Bench,21,75,10,3,0,0,0,2,12,4,1,1,3,CHI,Win
Anthony Tolliver,DET,Away,Bench,18,81,10,0,0,0,0,0,5,3,2,1,4,CHI,Win
Luke Kennard,DET,Away,Bench,23,78,9,3,1,1,1,0,8,4,0,0,4,CHI,Win
Reggie Bullock,DET,Away,Starter,35,79,7,2,2,0,0,0,9,3,0,0,5,CHI,Win
Lauri Markkanen,CHI,Home,Starter,27,84,19,1,1,3,1,0,15,7,1,1,4,DET,Loss
Kris Dunn,CHI,Home,Starter,31,76,18,8,2,3,3,2,13,7,4,3,8,DET,Loss
Nikola Mirotić,CHI,Home,Bench,22,82,16,1,2,1,1,1,13,6,0,0,6,DET,Loss
Bobby Portis,CHI,Home,Bench,18,83,15,0,2,1,0,3,10,6,2,1,3,DET,Loss
Zach LaVine,CHI,Home,Starter,19,77,14,2,1,0,0,1,9,5,2,1,0,DET,Loss
